Pressure,Altitude,Temperature,Dew_point,Wind_direction,Wind_speed
659.1,3677,4,-12.5,270,58.9
658.7,3681,4,-12.5,270,58.9
658.3,3687,3.9,-12.5,270,58.9
657.8,3692,3.9,-12.5,270,58.9
657.4,3698,3.8,-12.7,270,58.7
656.9,3703,3.8,-12.8,270,58.7
656.5,3708,3.8,-12.8,270,58.7
656.1,3713,3.7,-12.9,270,58.5
655.7,3718,3.7,-12.9,270,58.5
655.3,3723,3.6,-13,270,58.5
654.9,3728,3.6,-13.1,270,58.5
654.4,3734,3.5,-13.1,270,58.3
653.9,3740,3.5,-13.1,270,58.3
653.4,3746,3.4,-13.2,270,58.3
653,3752,3.4,-13.2,270,58.3
652.6,3756,3.3,-13.4,270,58.1
652.4,3760,3.3,-13.4,270,58.1
652.1,3763,3.2,-13.4,270,58.1
651.8,3766,3.2,-13.4,270,58.1
651.5,3770,3.1,-13.4,270,57.9
651.2,3774,3.1,-13.5,270,57.9
650.9,3778,3.1,-13.5,270,57.9
650.5,3782,3,-13.5,270,57.9
650.1,3788,3,-13.4,270,57.7
649.6,3794,2.9,-13.2,270,57.7
649,3801,2.9,-12.9,270,57.7
648.4,3808,2.8,-12.3,270,57.5
647.9,3815,2.8,-11.7,270,57.5
647.4,3821,2.7,-11.4,270,57.5
647,3827,2.7,-11.4,269,57.3
646.6,3831,2.7,-11.4,269,57.3
646.3,3836,2.6,-11.4,269,57.1
645.9,3840,2.6,-11.4,269,57.1
645.5,3845,2.5,-11.3,269,57
645,3851,2.5,-11.4,269,57
644.6,3857,2.5,-11.4,269,57
644.2,3862,2.4,-11.5,269,56.8
643.8,3867,2.4,-11.6,269,56.8
643.4,3872,2.3,-11.6,268,56.6
643,3877,2.3,-11.7,268,56.6
642.6,3882,2.2,-11.9,268,56.6
642.1,3887,2.2,-12.1,268,56.4
641.7,3893,2.2,-12.3,268,56.4
641.3,3898,2.2,-12.4,268,56.4
641,3902,2.1,-12.5,268,56.4
640.6,3907,2.1,-12.5,268,56.4
640.2,3912,2,-12.5,268,56.4
639.8,3916,2,-12.6,268,56.4
639.5,3921,2,-12.8,267,56.4
639.1,3925,1.9,-13,267,56.4
638.8,3930,1.9,-13.1,267,56.6
638.3,3936,1.9,-13.5,267,56.6
637.7,3943,1.8,-14,267,56.6
637.1,3951,1.8,-14.6,267,56.8
636.5,3958,1.8,-15.3,267,56.8
636,3965,1.8,-15.8,267,57
635.6,3970,1.7,-16.1,267,57
635.2,3975,1.7,-16.3,267,57.1
634.9,3979,1.7,-16.5,267,57.1
634.6,3983,1.7,-16.7,267,57.3
634.2,3988,1.7,-16.8,267,57.3
633.8,3992,1.7,-16.8,267,57.5
633.4,3997,1.7,-16.8,267,57.7
633.1,4002,1.7,-16.8,267,57.7
632.8,4005,1.7,-16.7,267,57.9
632.6,4009,1.7,-16.7,267,58.1
632.3,4012,1.6,-16.6,267,58.1
631.9,4016,1.6,-16.4,267,58.3
631.5,4022,1.6,-16.2,267,58.5
631,4029,1.6,-16.1,267,58.5
630.5,4035,1.5,-16.1,267,58.7
630.1,4039,1.5,-16.1,267,58.9
629.8,4043,1.5,-16.2,267,59.1
629.5,4047,1.4,-16.3,267,59.3
629.3,4051,1.4,-16.3,267,59.5
629,4054,1.4,-16.3,267,59.5
628.7,4058,1.3,-16.4,267,59.7
628.4,4062,1.3,-16.5,267,59.9
628.1,4066,1.3,-16.6,267,60.1
627.8,4070,1.3,-16.6,267,60.3
627.4,4074,1.2,-16.6,266,60.5
627.1,4078,1.2,-16.5,266,60.6
626.8,4083,1.1,-16.5,266,60.8
626.4,4087,1.1,-16.6,266,61
626,4092,1.1,-16.8,266,61.2
625.7,4096,1,-16.9,266,61.4
625.3,4101,1,-16.9,266,61.4
625,4105,1,-16.8,266,61.6
624.8,4108,0.9,-16.8,266,61.8
624.5,4111,0.9,-16.8,266,61.8
624.2,4115,0.9,-16.8,266,62
623.9,4119,0.8,-16.8,267,62
623.6,4124,0.8,-16.8,267,62.2
623.2,4128,0.7,-16.8,267,62.2
622.8,4133,0.7,-16.9,267,62.2
622.4,4139,0.6,-16.8,267,62.2
621.9,4145,0.6,-16.9,267,62.2
621.4,4151,0.5,-16.9,267,62.4
621,4157,0.5,-16.9,267,62.2
620.5,4163,0.4,-16.9,268,62.2
620.1,4168,0.4,-16.9,268,62.2
619.7,4173,0.3,-16.8,268,62.2
619.4,4177,0.3,-16.7,268,62.2
619.1,4181,0.2,-16.6,268,62.2
618.9,4184,0.2,-16.7,268,62.2
618.7,4186,0.2,-16.8,268,62
618.5,4189,0.2,-16.8,269,62
618.3,4192,0.1,-16.8,269,62
618,4196,0.1,-16.8,269,62
617.6,4200,0.1,-16.8,269,62
617.2,4206,0,-16.8,269,61.8
616.7,4212,0,-16.7,269,61.8
616.2,4219,-0.1,-16.6,269,61.8
615.7,4225,-0.1,-16.6,269,61.8
615.3,4231,-0.2,-16.6,269,61.8
615,4235,-0.2,-16.7,269,61.8
614.7,4238,-0.3,-16.8,269,61.8
614.4,4242,-0.3,-16.9,268,61.8
614.1,4246,-0.3,-17.2,268,61.8
613.8,4250,-0.4,-17.6,268,62
613.4,4255,-0.4,-18,268,62
613,4261,-0.4,-18.2,268,62
612.6,4266,-0.5,-18.2,268,62
612.2,4271,-0.5,-18.3,268,62.2
611.9,4275,-0.6,-18.4,268,62.2
611.6,4279,-0.6,-18.5,268,62.2
611.3,4283,-0.6,-18.6,267,62.4
610.9,4287,-0.7,-18.6,267,62.4
610.5,4292,-0.7,-18.4,267,62.4
610.1,4298,-0.8,-18.3,267,62.6
609.7,4303,-0.8,-18.3,267,62.6
609.4,4308,-0.8,-18.3,267,62.8
609,4312,-0.9,-18.4,267,62.8
608.7,4317,-0.9,-18.5,267,62.8
608.3,4321,-1,-18.5,267,63
607.9,4327,-1,-18.5,267,63
607.5,4333,-1.1,-18.5,266,63.2
607,4339,-1.1,-18.5,266,63.2
606.5,4345,-1.2,-18.5,266,63.2
606.2,4350,-1.2,-18.5,266,63.4
605.9,4354,-1.2,-18.6,266,63.4
605.6,4357,-1.3,-18.6,266,63.4
605.4,4361,-1.3,-18.7,266,63.4
605.1,4364,-1.4,-18.7,266,63.6
604.8,4368,-1.4,-18.7,266,63.6
604.4,4373,-1.4,-18.7,266,63.6
604.1,4377,-1.5,-18.7,266,63.6
603.7,4382,-1.5,-18.7,266,63.8
603.3,4388,-1.6,-18.8,266,63.8
602.9,4394,-1.6,-18.9,266,63.8
602.4,4400,-1.7,-19,266,63.8
601.8,4407,-1.7,-19.1,266,64
601.3,4414,-1.8,-19.2,266,64
600.9,4420,-1.8,-19.3,266,64
600.5,4425,-1.8,-19.4,266,64.1
600.1,4430,-1.9,-19.4,266,64.1
599.8,4434,-1.9,-19.5,266,64.3
599.4,4439,-2,-19.6,266,64.3
599,4444,-2,-19.5,265,64.5
598.6,4450,-2.1,-19.5,265,64.5
598.2,4455,-2.1,-19.6,265,64.7
597.9,4459,-2.1,-19.6,265,64.7
597.5,4464,-2.2,-19.6,265,64.9
597.1,4470,-2.2,-19.4,265,64.9
596.6,4476,-2.3,-19,265,65.1
596.2,4481,-2.3,-18.6,264,65.1
595.9,4486,-2.3,-18.4,264,65.3
595.5,4491,-2.3,-18.5,264,65.3
595.2,4495,-2.4,-18.5,264,65.5
594.9,4500,-2.4,-18.5,264,65.5
594.5,4504,-2.5,-18.4,263,65.5
594.2,4508,-2.5,-18.4,263,65.5
593.9,4512,-2.5,-18.4,263,65.7
593.7,4515,-2.6,-18.4,263,65.7
593.4,4519,-2.6,-18.4,263,65.7
593.1,4523,-2.6,-18.4,262,65.7
592.8,4527,-2.7,-18.3,262,65.7
592.6,4530,-2.7,-18.1,262,65.5
592.3,4534,-2.8,-17.9,262,65.5
592,4538,-2.8,-17.7,262,65.5
591.7,4541,-2.8,-17.3,262,65.5
591.4,4546,-2.8,-17.1,262,65.3
591.1,4550,-2.8,-16.9,262,65.3
590.8,4554,-2.8,-16.6,261,65.1
590.6,4557,-2.8,-16.4,261,65.1
590.3,4560,-2.8,-16.2,261,64.9
590.1,4563,-2.9,-16,261,64.7
589.8,4567,-2.9,-15.7,261,64.7
589.5,4571,-2.9,-15.5,261,64.5
589.1,4576,-2.9,-15.4,261,64.5
588.8,4581,-3,-15.5,261,64.3
588.4,4586,-3,-15.6,261,64.3
588,4591,-3,-15.8,262,64.1
587.7,4596,-3.1,-15.8,262,64.1
587.3,4601,-3.1,-15.8,262,64.1
587,4606,-3.1,-15.8,262,64
586.6,4610,-3.2,-15.8,262,64
586.3,4615,-3.2,-15.8,262,64
585.9,4619,-3.3,-15.8,262,64
585.6,4624,-3.3,-15.8,262,64
585.3,4628,-3.4,-15.8,262,64
584.9,4634,-3.4,-15.6,262,64
584.5,4639,-3.5,-15.4,262,64
584.1,4644,-3.5,-15.2,262,64
583.7,4650,-3.5,-15.1,262,64
583.3,4654,-3.6,-15.1,262,64
583,4659,-3.6,-15.1,262,64.1
582.7,4663,-3.7,-15.1,262,64.1
582.3,4668,-3.7,-15.1,262,64.1
582,4673,-3.8,-15,262,64.1
581.7,4677,-3.8,-15,262,64.1
581.4,4681,-3.8,-15,263,64.1
581,4686,-3.9,-15,263,64.1
580.6,4691,-3.9,-14.9,263,64.1
580.3,4696,-3.9,-14.9,263,64.1
579.9,4701,-4,-14.9,263,64.1
579.5,4706,-4,-14.9,263,64.1
579.2,4710,-4.1,-14.9,263,64.1
579,4714,-4.1,-15,263,64
578.6,4718,-4.1,-15,263,64
578.3,4723,-4.2,-15,264,64
577.9,4728,-4.2,-15,264,64
577.6,4733,-4.3,-15,264,64
577.2,4737,-4.3,-14.8,264,64
576.9,4741,-4.3,-14.7,264,64
576.6,4746,-4.3,-14.6,264,63.8
576.2,4751,-4.4,-14.6,264,63.8
575.8,4757,-4.4,-14.6,265,63.8
575.4,4763,-4.5,-14.6,265,63.8
574.9,4769,-4.6,-14.7,265,63.8
574.5,4775,-4.6,-14.9,265,63.8
574.1,4781,-4.6,-15,265,63.8
573.7,4786,-4.7,-15,265,63.6
573.3,4791,-4.7,-14.9,265,63.6
573,4795,-4.8,-14.9,265,63.6
572.7,4800,-4.8,-14.9,265,63.6
572.4,4804,-4.8,-14.9,265,63.6
572,4809,-4.9,-14.8,265,63.4
571.7,4813,-4.9,-14.8,265,63.4
571.4,4818,-4.9,-14.9,265,63.4
571,4823,-5,-14.9,265,63.4
570.6,4828,-5,-15,265,63.2
570.3,4833,-5.1,-15.1,265,63.2
569.9,4838,-5.1,-15.1,265,63.2
569.6,4843,-5.2,-15.2,265,63.2
569.3,4847,-5.2,-15.2,265,63.2
569,4851,-5.2,-15.3,265,63
568.7,4855,-5.3,-15.3,265,63
568.4,4858,-5.3,-15.3,265,63
568.1,4862,-5.3,-15.3,265,63
567.8,4866,-5.4,-15.3,264,63
567.5,4871,-5.4,-15.3,264,63
567.1,4877,-5.5,-15.3,264,63
566.7,4882,-5.5,-15.2,264,63.2
566.3,4887,-5.6,-15.3,265,63.2
566,4892,-5.6,-15.3,265,63.2
565.7,4896,-5.6,-15.3,265,63.2
565.4,4901,-5.6,-15.4,265,63.4
565,4906,-5.7,-15.4,265,63.4
564.6,4911,-5.8,-15.4,265,63.4
564.3,4916,-5.8,-15.4,265,63.6
563.9,4920,-5.8,-15.4,265,63.6
563.7,4924,-5.9,-15.4,265,63.6
563.4,4927,-5.9,-15.3,265,63.8
563.2,4931,-5.9,-15.3,265,63.8
563,4934,-5.9,-15.1,265,63.8
562.7,4938,-6,-15,264,63.8
562.4,4942,-6,-14.9,264,64
562.1,4946,-6.1,-14.8,264,64
561.8,4950,-6.1,-14.7,264,64
561.5,4954,-6.1,-14.7,264,64
561.3,4958,-6.2,-14.7,264,64
561,4962,-6.2,-14.7,264,64
560.7,4965,-6.2,-14.6,264,64
560.5,4969,-6.3,-14.5,264,64
560.2,4972,-6.3,-14.3,263,64
559.9,4976,-6.3,-14,263,64
559.6,4981,-6.3,-13.9,263,64
559.2,4986,-6.4,-13.7,263,64
558.9,4991,-6.3,-13.4,263,64
558.5,4996,-6.3,-13.2,262,64
558.2,5000,-6.3,-13.3,262,64
558,5004,-6.3,-13.3,262,64
557.7,5007,-6.3,-13.3,262,64
557.5,5011,-6.4,-13.3,262,64
557.2,5014,-6.3,-13.2,261,64
557,5018,-6.3,-13.1,261,64
556.7,5022,-6.3,-13.1,261,64
556.4,5025,-6.4,-13.1,261,64.1
556.2,5029,-6.4,-13.1,261,64.1
555.9,5033,-6.4,-13.1,261,64.1
555.6,5037,-6.4,-13.1,261,64.3
555.2,5042,-6.5,-13,260,64.3
554.9,5047,-6.5,-13,260,64.3
554.5,5053,-6.6,-13,260,64.3
554.1,5058,-6.6,-13.1,260,64.5
553.8,5063,-6.6,-13.1,260,64.5
553.5,5067,-6.7,-13.1,260,64.5
553.1,5072,-6.7,-13.1,260,64.5
552.8,5077,-6.7,-13.2,260,64.5
552.4,5083,-6.8,-13.3,260,64.5
552,5088,-6.8,-13.6,260,64.5
551.6,5093,-6.8,-14,260,64.5
551.3,5098,-6.8,-14.6,260,64.5
550.9,5103,-6.8,-15.1,260,64.3
550.5,5109,-6.8,-15.5,260,64.3
550.2,5114,-6.8,-15.7,260,64.1
549.8,5119,-6.8,-15.8,260,64.1
549.5,5124,-6.8,-15.8,260,64
549.1,5129,-6.9,-15.7,260,63.8
548.7,5134,-6.9,-15.7,260,63.8
548.3,5140,-7,-15.8,260,63.6
548,5145,-7.1,-15.8,260,63.4
547.6,5150,-7.1,-15.9,260,63.4
547.2,5155,-7.1,-15.9,260,63.2
546.9,5160,-7.2,-16,260,63
546.7,5163,-7.2,-16.1,260,62.8
546.5,5166,-7.2,-16.1,260,62.8
546.3,5169,-7.3,-16.2,260,62.6
546,5173,-7.3,-16.3,260,62.6
545.6,5178,-7.3,-16.6,260,62.4
545.2,5184,-7.3,-17.2,260,62.4
544.8,5190,-7.3,-17.7,260,62.4
544.4,5196,-7.2,-18.1,260,62.4
544,5202,-7.2,-18.3,260,62.4
543.6,5207,-7.2,-18.4,260,62.4
543.2,5213,-7.3,-18.4,260,62.4
542.8,5218,-7.3,-18.5,260,62.4
542.5,5223,-7.4,-18.5,261,62.6
542.1,5229,-7.4,-18.6,261,62.6
541.7,5234,-7.4,-18.8,261,62.8
541.4,5240,-7.5,-19.2,261,62.8
541,5245,-7.5,-19.6,261,63
540.6,5250,-7.5,-20,261,63.2
540.3,5255,-7.5,-20.3,261,63.4
539.9,5260,-7.5,-20.4,261,63.4
539.6,5265,-7.5,-20.5,261,63.6
539.2,5271,-7.5,-20.6,260,63.8
538.8,5277,-7.5,-20.8,260,64
538.4,5282,-7.5,-21,260,64.1
538.1,5287,-7.6,-21.1,260,64.3
537.7,5292,-7.6,-21.1,260,64.5
537.4,5297,-7.7,-21.1,260,64.5
537,5302,-7.7,-21.1,260,64.7
536.6,5308,-7.8,-21.1,260,64.9
536.2,5314,-7.8,-21.2,260,64.9
535.9,5319,-7.8,-21.2,260,65.1
535.5,5324,-7.9,-21.2,260,65.1
535.2,5329,-7.9,-21.2,260,65.3
534.9,5333,-7.9,-21.2,261,65.3
534.5,5338,-8,-21.2,261,65.3
534.1,5344,-8,-21.2,261,65.3
533.8,5349,-8.1,-21.2,261,65.3
533.5,5354,-8.1,-21.3,261,65.3
533.2,5358,-8.1,-21.3,261,65.3
533,5361,-8.2,-21.4,261,65.3
532.7,5365,-8.2,-21.4,261,65.3
532.4,5369,-8.3,-21.4,261,65.3
532.1,5373,-8.3,-21.4,261,65.3
531.9,5377,-8.3,-21.4,261,65.3
531.6,5381,-8.4,-21.4,261,65.3
531.4,5384,-8.4,-21.4,261,65.1
531.2,5387,-8.4,-21.5,261,65.1
531,5390,-8.5,-21.5,261,65.1
530.8,5393,-8.5,-21.6,261,65.1
530.5,5397,-8.5,-21.6,262,65.1
530.2,5401,-8.5,-21.6,262,64.9
529.9,5406,-8.6,-21.6,262,64.9
529.6,5411,-8.6,-21.6,262,64.9
529.3,5415,-8.6,-21.6,262,64.9
529,5420,-8.7,-21.5,262,64.7
528.7,5424,-8.7,-21.3,262,64.7
528.3,5429,-8.7,-21.2,262,64.5
528,5434,-8.8,-21.2,262,64.5
527.5,5440,-8.8,-21.2,262,64.5
527.1,5447,-8.8,-21.4,262,64.3
526.6,5455,-8.9,-21.6,262,64.1
526.1,5462,-8.9,-21.7,262,64.1
525.6,5469,-9,-21.8,262,64
525.2,5475,-9,-22,262,63.8
524.9,5480,-9.1,-22.1,262,63.8
524.5,5485,-9.1,-22.1,262,63.6
524.1,5491,-9.2,-22.1,262,63.4
523.7,5496,-9.2,-22.1,262,63.2
523.3,5502,-9.2,-21.8,262,63.2
522.9,5509,-9.2,-21.1,262,63
522.5,5515,-9.3,-20.2,262,62.8
522.1,5520,-9.3,-19.4,262,62.6
521.8,5525,-9.3,-19,262,62.6
521.5,5529,-9.4,-19,261,62.4
521.2,5534,-9.4,-18.9,261,62.4
520.9,5539,-9.4,-18.9,261,62.2
520.6,5543,-9.4,-18.9,261,62.2
520.3,5548,-9.4,-18.9,261,62
520,5552,-9.5,-19,261,62
519.7,5556,-9.5,-19.1,260,62
519.5,5559,-9.5,-19.1,260,62
519.3,5563,-9.5,-19.1,260,62
519,5567,-9.6,-19.2,260,62
518.7,5571,-9.6,-19.3,260,62
518.5,5574,-9.6,-19.2,259,62
518.2,5578,-9.6,-19.2,259,62
517.9,5582,-9.6,-19.2,259,62
517.7,5587,-9.7,-19.2,259,62
517.4,5591,-9.7,-19.3,259,62.2
517.1,5595,-9.7,-19.3,258,62.2
516.8,5600,-9.7,-19.2,258,62.2
516.5,5604,-9.8,-19.1,258,62.2
516.2,5609,-9.8,-19.1,258,62.2
515.8,5614,-9.8,-19,258,62.2
515.5,5620,-9.8,-19,258,62.2
515,5626,-9.8,-18.9,257,62.2
514.6,5633,-9.9,-18.9,257,62.2
514.1,5640,-9.9,-18.8,257,62.2
513.7,5646,-10,-18.8,257,62.2
513.3,5652,-10,-18.8,256,62.2
512.9,5658,-10,-18.8,256,62.2
512.5,5664,-10.1,-18.8,256,62.2
512.1,5670,-10.1,-18.8,256,62.2
511.7,5676,-10.2,-18.7,255,62
511.3,5682,-10.2,-18.6,255,62
510.9,5688,-10.2,-18.4,255,62
510.5,5694,-10.2,-18.3,255,62
510.1,5699,-10.2,-18.2,254,61.8
509.8,5705,-10.2,-18.1,254,61.8
509.4,5711,-10.3,-18.1,254,61.8
509,5716,-10.3,-18.1,254,61.8
508.7,5722,-10.3,-18.1,253,61.8
508.3,5728,-10.4,-18,253,61.6
507.9,5734,-10.4,-18,253,61.6
507.4,5740,-10.5,-17.9,253,61.6
507,5746,-10.5,-17.9,252,61.6
506.7,5752,-10.5,-17.9,252,61.6
506.3,5757,-10.6,-17.8,252,61.6
506,5762,-10.6,-17.8,252,61.6
505.7,5766,-10.7,-17.8,251,61.4
505.4,5771,-10.7,-17.8,251,61.4
505.1,5776,-10.8,-17.8,251,61.4
504.7,5782,-10.8,-17.8,251,61.4
504.3,5787,-10.9,-17.7,251,61.4
504,5793,-10.9,-17.7,251,61.2
503.6,5798,-11,-17.8,250,61.2
503.3,5804,-11,-17.8,250,61.2
502.9,5809,-11.1,-17.8,250,61
502.5,5815,-11.1,-17.8,250,61
502.2,5820,-11.2,-17.8,250,60.8
501.9,5825,-11.2,-17.8,250,60.8
501.6,5829,-11.3,-17.8,250,60.6
501.3,5833,-11.3,-17.8,250,60.6
501.1,5837,-11.4,-17.8,250,60.5
500.8,5842,-11.4,-17.8,250,60.5
500.4,5847,-11.5,-17.8,250,60.3
500.1,5853,-11.5,-17.8,250,60.3
500,5854,-11.5,-17.8,249,60.3
499.7,5859,-11.6,-17.8,249,60.3
499.3,5865,-11.6,-17.8,249,60.1
498.9,5871,-11.7,-17.8,249,60.1
498.5,5877,-11.7,-17.8,249,60.1
498.1,5883,-11.8,-17.8,249,60.1
497.7,5888,-11.8,-17.9,249,60.1
497.4,5894,-11.9,-17.9,250,60.1
497,5900,-11.9,-17.9,250,60.1
496.7,5905,-12,-17.9,250,60.1
496.3,5911,-12,-17.9,250,60.3
495.9,5917,-12,-17.8,250,60.3
495.6,5922,-12.1,-17.7,250,60.3
495.3,5926,-12.1,-17.8,250,60.5
495.1,5930,-12.2,-17.8,250,60.5
494.8,5934,-12.2,-17.7,250,60.5
494.6,5938,-12.2,-17.7,250,60.6
494.3,5942,-12.2,-17.7,250,60.6
494,5946,-12.3,-17.6,250,60.8
493.8,5950,-12.3,-17.6,250,60.8
493.5,5954,-12.3,-17.6,250,61
493.3,5957,-12.4,-17.7,250,61
493,5962,-12.4,-17.7,250,61.2
492.6,5968,-12.4,-17.7,250,61.2
492.2,5974,-12.5,-17.7,250,61.2
491.9,5979,-12.5,-17.7,250,61.4
491.6,5984,-12.6,-17.7,250,61.4
491.2,5989,-12.6,-17.8,250,61.4
490.9,5995,-12.6,-17.7,250,61.4
490.5,6001,-12.7,-17.7,250,61.4
490,6008,-12.8,-17.6,249,61.4
489.6,6014,-12.8,-17.7,249,61.4
489.2,6020,-12.9,-17.7,249,61.4
488.9,6025,-12.9,-17.6,249,61.4
488.7,6029,-12.9,-17.6,248,61.4
488.4,6033,-12.9,-17.6,248,61.4
488.2,6037,-13,-17.6,248,61.4
487.9,6042,-13,-17.6,248,61.2
487.5,6047,-13.1,-17.6,247,61.2
487.2,6052,-13.1,-17.6,247,61.2
486.9,6058,-13.1,-17.6,247,61.2
486.5,6063,-13.1,-17.6,247,61
486.1,6069,-13.2,-17.7,247,61
485.7,6075,-13.2,-17.7,246,61
485.4,6081,-13.3,-17.7,246,61
485,6086,-13.3,-17.7,246,61
484.8,6090,-13.4,-17.8,246,60.8
484.5,6094,-13.4,-17.8,246,60.8
484.3,6097,-13.4,-17.8,246,60.8
484.1,6101,-13.5,-17.8,246,60.6
483.8,6105,-13.5,-17.8,246,60.6
483.6,6109,-13.6,-17.8,246,60.6
483.3,6113,-13.6,-17.8,246,60.5
483.1,6116,-13.6,-17.8,246,60.5
482.8,6120,-13.7,-17.9,246,60.5
482.6,6125,-13.7,-17.9,246,60.3
482.3,6129,-13.8,-17.8,246,60.3
482.1,6132,-13.8,-17.8,246,60.1
481.9,6135,-13.8,-17.9,246,60.1
481.7,6138,-13.9,-17.9,246,60.1
481.5,6142,-13.9,-17.9,247,59.9
481.1,6148,-13.9,-18,247,59.9
480.8,6153,-14,-18,247,59.9
480.4,6159,-14,-18.1,247,59.9
480.1,6164,-14.1,-18.1,247,59.9
479.7,6170,-14.1,-18.1,247,59.7
479.3,6176,-14.2,-18.1,248,59.7
478.9,6182,-14.2,-18.1,248,59.7
478.5,6189,-14.3,-18.1,248,59.7
478.1,6196,-14.3,-18.3,248,59.7
477.6,6203,-14.4,-18.4,248,59.7
477.2,6210,-14.4,-18.5,248,59.7
476.7,6217,-14.5,-18.4,249,59.7
476.3,6224,-14.6,-18.4,249,59.7
475.8,6231,-14.6,-18.4,249,59.9
475.5,6237,-14.7,-18.4,249,59.9
475.2,6242,-14.7,-18.5,249,59.9
474.9,6246,-14.8,-18.6,249,59.9
474.6,6251,-14.8,-18.6,249,59.9
474.3,6256,-14.8,-18.7,249,59.9
474,6260,-14.8,-18.8,250,59.9
473.8,6264,-14.8,-18.8,250,59.9
473.5,6268,-14.9,-18.9,250,59.9
473.3,6271,-14.9,-18.9,250,59.9
473.2,6274,-14.9,-19,250,59.7
473,6277,-14.9,-19,250,59.7
472.7,6282,-15,-19.1,250,59.7
472.4,6286,-15,-19.1,250,59.7
472.1,6291,-15,-19.1,250,59.5
471.9,6295,-15,-19.1,251,59.5
471.7,6298,-15.1,-19.1,251,59.5
471.4,6302,-15.1,-19.2,251,59.3
471.2,6306,-15.1,-19.3,251,59.3
470.9,6311,-15.1,-19.3,251,59.1
470.6,6315,-15.1,-19.3,251,59.1
470.3,6320,-15.2,-19.4,251,59.1
470.1,6324,-15.2,-19.4,251,58.9
469.8,6328,-15.2,-19.4,252,58.9
469.6,6331,-15.3,-19.5,252,58.7
469.4,6335,-15.3,-19.5,252,58.7
469.1,6339,-15.3,-19.5,252,58.7
468.8,6344,-15.3,-19.6,252,58.5
468.5,6350,-15.4,-19.6,252,58.5
468.1,6356,-15.4,-19.6,252,58.5
467.7,6361,-15.4,-19.6,253,58.5
467.4,6366,-15.5,-19.7,253,58.3
467.2,6370,-15.5,-19.7,253,58.3
466.9,6374,-15.5,-19.8,253,58.3
466.7,6378,-15.5,-19.8,253,58.3
466.6,6380,-15.5,-19.9,253,58.3
466.4,6383,-15.5,-20,253,58.3
466.2,6386,-15.5,-20.1,254,58.1
466,6390,-15.5,-20.1,254,58.1
465.8,6393,-15.5,-20.1,254,58.1
465.6,6397,-15.5,-20.1,254,58.1
465.3,6401,-15.5,-20.1,254,58.1
465.1,6405,-15.6,-20.1,254,58.1
464.8,6408,-15.6,-20.2,254,57.9
464.6,6412,-15.6,-20.2,254,57.9
464.4,6416,-15.7,-20.2,255,57.9
464.1,6420,-15.7,-20.1,255,57.9
463.9,6424,-15.7,-20.2,255,57.9
463.6,6428,-15.8,-20.2,255,57.7
463.4,6432,-15.8,-20.2,255,57.7
463.1,6436,-15.8,-20.3,255,57.7
462.9,6440,-15.9,-20.3,255,57.7
462.6,6444,-15.9,-20.4,255,57.5
462.4,6448,-15.9,-20.4,256,57.5
462.2,6452,-15.9,-20.4,256,57.5
462,6455,-16,-20.4,256,57.5
461.8,6458,-16,-20.4,256,57.5
461.5,6462,-16,-20.5,256,57.5
461.3,6466,-16,-20.5,256,57.5
461.1,6469,-16.1,-20.5,256,57.5
460.9,6473,-16.1,-20.5,257,57.5
460.6,6477,-16.1,-20.5,257,57.5
460.4,6481,-16.2,-20.5,257,57.5
460.2,6484,-16.2,-20.6,257,57.5
459.9,6488,-16.2,-20.6,257,57.5
459.7,6492,-16.2,-20.6,257,57.5
459.5,6496,-16.2,-20.6,258,57.5
459.2,6501,-16.3,-20.6,258,57.5
458.8,6507,-16.3,-20.6,258,57.5
458.4,6514,-16.4,-20.5,258,57.5
457.9,6521,-16.5,-20.5,258,57.5
457.4,6529,-16.5,-20.5,259,57.3
457,6536,-16.6,-20.6,259,57.3
456.6,6542,-16.6,-20.7,259,57.3
456.3,6548,-16.6,-20.7,259,57.3
456,6554,-16.6,-20.8,259,57.3
455.6,6559,-16.6,-20.8,259,57.1
455.3,6565,-16.6,-20.8,260,57.1
455,6570,-16.6,-20.9,260,57.1
454.7,6574,-16.6,-20.9,260,57
454.4,6579,-16.7,-20.9,260,57
454.2,6583,-16.7,-20.9,260,56.8
453.9,6587,-16.7,-20.8,260,56.8
453.7,6591,-16.7,-20.7,261,56.6
453.5,6595,-16.8,-20.7,261,56.6
453.2,6598,-16.8,-20.7,261,56.4
453,6602,-16.8,-20.7,261,56.4
452.8,6606,-16.9,-20.8,261,56.2
452.5,6611,-16.9,-20.8,261,56.2
452.2,6615,-17,-20.9,261,56
452,6619,-17,-20.9,261,55.8
451.8,6623,-17,-20.9,261,55.8
451.5,6627,-17.1,-20.9,262,55.6
451.3,6630,-17.1,-20.9,262,55.6
451.1,6634,-17.1,-21,262,55.4
450.9,6638,-17.2,-21,262,55.4
450.7,6641,-17.2,-21,262,55.2
450.5,6644,-17.2,-21,262,55.2
450.3,6647,-17.3,-21,262,55
450.1,6650,-17.3,-21,262,55
449.9,6654,-17.3,-21.1,262,54.8
449.7,6657,-17.3,-21.1,262,54.8
449.5,6661,-17.4,-21.1,262,54.8
449.2,6665,-17.4,-21.2,262,54.8
449,6669,-17.4,-21.3,262,54.6
448.8,6672,-17.4,-21.4,262,54.6
448.6,6676,-17.4,-21.5,262,54.6
448.3,6680,-17.4,-21.4,262,54.6
